rank	cluster_id	n_assigned	usage_pct	cum_pct	monosemanticity	dist_min	dist_p50	domain	top_tokens
797	1432	175	0.036	77.417	1.0	626.1728	1178.3319	math:48%	 the
798	1640	175	0.036	77.452	0.821	844.043	1914.2928	math:54%	\xa0  \xa0 \xa0b \xa0B  
799	895	174	0.035	77.488	0.564	611.5703	1268.6522	math:33%	 non - non  Non Non ons
800	1771	174	0.035	77.523	0.271	1229.8778	1904.2042	code:83%	#                     >  #
801	1619	173	0.035	77.558	0.91	1074.006	1698.9678	web:44%	 and and  &
802	1953	173	0.035	77.594	0.331	584.7538	1427.8809	wiki:70%	 north  North  northern  Northern  northwest  northeast
803	160	172	0.035	77.629	0.083	1492.5879	2027.1136	code:88%	 load  parse  update  register  save .load
804	358	172	0.035	77.664	0.692	925.6494	1725.0323	math:44%	 of  many _of NumberOf  de Many
805	728	172	0.035	77.699	0.068	1435.3329	2087.1807	pile:30%	 Twitter  Facebook  Amazon .wikipedia  Wikipedia  youtube
806	1253	172	0.035	77.734	0.376	1101.1992	1797.8387	math:51%	 find  Find .find  found Find  finding
807	1599	172	0.035	77.769	0.38	554.0303	736.0625	code:98%	 by  the #         
808	1667	172	0.035	77.804	0.177	1125.9344	1994.0751	math:35%	 average  minimum .min  minimal  mean  min
809	1829	172	0.035	77.839	0.107	1217.5293	2073.1006	wiki:36%	 three 5  six  four 10  five
810	422	171	0.035	77.873	0.583	1046.5653	1781.4795	math:98%	\n\n \n )\n\n :\n .\n !"\n\n
811	602	171	0.035	77.908	0.063	1222.2137	1753.4316	wiki:57%	 company  film  museum  game  order  band
812	809	171	0.035	77.943	0.329	786.6348	1570.4493	code:91%	(\n  [\n  (\n ([\n =[\n \n
813	829	171	0.035	77.978	0.481	1037.2225	1549.7577	wiki:36%	 example .g  instance  eg eg  g
814	89	170	0.035	78.012	0.34	442.1582	763.8731	code:98%	 Software  Foundation Foundation
815	508	170	0.035	78.047	0.414	1154.785	1823.3956	code:88%	\n .\n \n\n  */\n     .\n\n
816	519	170	0.035	78.081	0.036	1443.6561	2328.9998	code:58%	号 函数 图 � 版 次数
817	853	170	0.035	78.116	0.421	1033.3866	1685.9901	wiki:58%	 country  countries country  nation  Country  continent
818	948	170	0.035	78.151	0.448	1049.4297	1622.6212	wiki:28%	 "  “  '  ‘ "  ("
819	990	170	0.035	78.185	0.125	1119.2716	1926.0197	math:28%	255 300 200 264 250 240
820	1059	170	0.035	78.22	0.674	1075.4355	1737.8514	pile:35%	 is  was  are  be  were  es
821	336	169	0.034	78.254	0.17	508.4854	962.1104	code:93%	 for  the  specific
822	663	169	0.034	78.289	0.057	1025.2753	1718.6573	pile:99%	.  Court  for ellant e elle
823	1110	169	0.034	78.323	0.883	867.3887	1526.8301	pile:38%	. ,  
824	1934	169	0.034	78.357	1.0	953.2734	1410.5038	math:35%	 be
825	639	168	0.034	78.391	0.668	1102.4904	1695.7852	web:32%	 all  All All  ALL all
826	1551	168	0.034	78.426	0.074	1465.4208	2261.6013	code:83%	############################################################################  ------------------------------------------------  ---------------------------------------------------------------- ________ ################################################ ************************************************************************
827	1705	168	0.034	78.46	0.082	859.208	1662.7168	web:63%	   U  such  p .  per
828	144	167	0.034	78.494	0.525	528.0381	1281.921	code:68%	 along  with along  Along Along ong
829	726	167	0.034	78.528	0.511	400.8633	948.2383	math:98%	\n\n ?\n\n )\n\n $\n\n ]\n\n .\n\n
830	1024	167	0.034	78.562	0.225	1205.8584	1937.5233	code:87%	\n  []\n  {}\n ;\n \n\n  ''\n
831	1237	167	0.034	78.596	0.776	959.0058	1484.246	pile:29%	 these  These ese
832	1592	167	0.034	78.63	0.921	1126.1465	1851.1163	wiki:46%	 an  An an —an
833	1812	167	0.034	78.664	0.014	1316.4717	2085.5586	pile:29%	 code  source s  arguments  file  points
834	1936	167	0.034	78.698	0.351	633.8115	1256.0684	wiki:46%	 pre Pre -  Pre pre _PRE
835	698	166	0.034	78.731	0.906	983.4922	1658.3994	wiki:69%	 of of
836	1063	166	0.034	78.765	0.299	471.4013	1122.3085	code:92%	.utils .util utils  utils _utils _util
837	1233	166	0.034	78.799	0.298	759.0678	1565.1836	code:80%	 path .path _path path _PATH Path
838	1575	166	0.034	78.833	0.398	594.5068	910.2667	code:93%	 This  this This  THIS
839	1730	166	0.034	78.866	0.278	1241.0634	1768.077	code:96%	 open .join .dirname .abspath .exists .append
840	714	165	0.034	78.9	0.417	957.4238	1566.2284	web:35%	 provide  provides  providing  provided vides Provide
841	847	165	0.034	78.934	0.409	677.4355	1232.1151	pile:39%	'm  am ’m  are 're ’re
842	959	165	0.034	78.967	0.301	1217.537	2357.3428	math:27%	 total  overall  Total  completely  entirely  whole
843	1077	165	0.034	79.001	0.038	828.9473	1392.5975	wiki:38%	26 1 3 4 12 25
844	1204	165	0.034	79.034	0.255	529.6641	962.043	wiki:93%	\n \n\n  \n  \n\n )\n\n
845	1277	165	0.034	79.068	0.1	1055.0782	2108.6211	code:88%	 i ,  for  x  (  l
846	1402	165	0.034	79.101	0.329	1002.7783	1602.8436	wiki:81%	 or or
847	266	164	0.033	79.135	0.455	1026.8364	1764.7592	code:41%	.  . /.  (.  ~/. __.
848	1886	164	0.033	79.168	0.886	973.3066	1587.709	wiki:46%	 during During URING  During endant  a
849	316	163	0.033	79.201	0.533	670.1738	1099.507	code:96%	 os (os os \tos  op (op
850	681	163	0.033	79.234	0.896	1118.6094	1636.7831	math:34%	 between between  Between  entre _between Between
851	1429	163	0.033	79.268	0.517	319.71	455.3271	code:96%	 the #        * \n
852	300	162	0.033	79.3	0.037	607.9028	1329.9482	wiki:42%	ash ab k ke hn aw
853	777	162	0.033	79.333	0.403	1073.296	1910.1359	math:42%	  \n , x  - /
854	1152	162	0.033	79.366	0.668	1099.2744	1618.7101	web:33%	 because  Because Because Cause because  bc
855	1257	162	0.033	79.399	0.756	893.7158	1587.4843	math:37%	 to  of  To  you
856	1306	162	0.033	79.432	0.271	1201.3672	1931.3438	pile:49%	 effects  role  influence  effect  impact  roles
857	1594	162	0.033	79.465	0.475	977.125	1711.6886	code:30%	 part  parts  portions  portion Part  Part
858	1677	162	0.033	79.498	0.38	830.3935	1894.7848	web:25%	 end  final  End end  ends  Final
859	1852	162	0.033	79.531	0.946	1068.4395	1718.5389	wiki:36%	 the  of
860	227	161	0.033	79.564	0.447	1248.4354	1986.5936	math:29%	 if  whether  Whether  not Whether whether
861	355	161	0.033	79.597	0.689	1072.0156	1774.2186	web:30%	 new  newly  New  newer new -new
862	1089	161	0.033	79.629	1.0	941.879	1806.2921	web:35%	 to
863	1366	161	0.033	79.662	0.102	1426.1376	2244.5168	web:46%	 summer  season  spring  Christmas  Summer  winter
864	1561	161	0.033	79.695	0.695	1210.1445	2019.0858	wiki:47%	 which  whom  whereby  where  wherein  der
865	402	160	0.033	79.727	0.881	687.0605	1007.1719	wiki:89%	. ). ".
866	476	160	0.033	79.76	0.283	978.1191	2053.9216	math:69%	2 3 4 b 5 6
867	1122	160	0.033	79.793	0.504	492.8321	747.0557	code:96%	 version  Version  v
868	1525	160	0.033	79.825	0.557	1048.25	1761.125	pile:31%	 within  inside  Within  dentro Within  of
869	1538	160	0.033	79.858	0.047	863.1758	1946.6678	wiki:47%	28 12 7 19 18 15
870	1777	160	0.033	79.89	0.591	884.4102	1669.3242	pile:30%	 when  When When when
871	797	159	0.032	79.923	0.302	1306.1884	2060.5361	web:42%	 –  -  — —  -- –
872	1493	159	0.032	79.955	0.366	1422.8701	2066.6455	wiki:53%	 usually  typically  normally  traditionally usually itionally
873	1557	159	0.032	79.987	0.509	1032.1583	1418.6844	pile:79%	 patients  patient  Patients  subjects  participants  passengers
874	470	158	0.032	80.019	0.423	265.6836	391.8965	code:94%	 See  see see See
875	492	158	0.032	80.052	0.112	1480.7345	2153.3157	pile:35%	 suggest  indicate  recommend  indicates  suggests  indicated
876	497	158	0.032	80.084	0.556	700.2148	1187.1874	code:89%	 for for \tfor  ( let #for
877	846	158	0.032	80.116	0.643	1223.1454	2082.1799	wiki:41%	 in in  In In  en
878	1299	158	0.032	80.148	0.453	395.9297	536.0352	code:97%	 WITHOUT  without     #
879	1555	158	0.032	80.18	0.945	985.4648	1498.1855	math:28%	 which which
880	1960	158	0.032	80.212	0.93	1025.6855	1592.6229	wiki:68%	 and  και and
881	963	157	0.032	80.244	0.078	543.3809	1472.3915	math:46%	00 30 11 27 02 18
882	1267	157	0.032	80.276	0.93	1187.5028	2018.3241	wiki:42%	 been  be  the
883	1492	157	0.032	80.308	0.876	1185.1415	1858.1183	math:31%	 be  been  being  Be            
884	522	156	0.032	80.34	0.143	2006.5724	2838.6311	web:53%	 out  watch  watching  heard  hear  at
885	1031	156	0.032	80.371	0.929	983.9003	1660.3221	wiki:34%	 an an —an
886	139	155	0.032	80.403	0.076	1165.5435	1818.9497	code:26%	 Nobel  NFL  News  Navy  numpy  NBC
887	201	155	0.032	80.435	0.238	881.0566	1520.4922	wiki:61%	 His  his  Her  their  Their  her
888	338	155	0.032	80.466	0.246	1342.4658	2595.5283	math:39%	 right  wrong  correct  proper  incorrect  properly
889	512	155	0.032	80.498	0.384	1080.6562	1744.9943	web:34%	 find  found  Find Find  finding  finds
890	559	155	0.032	80.529	0.372	592.2852	1342.6366	wiki:24%	 un  Un Un un  uns  UN
891	694	155	0.032	80.561	0.516	1183.9014	2005.7167	wiki:57%	, ),  ),  (), .,  ,
892	752	155	0.032	80.592	0.079	2035.8563	3022.2646	web:29%	 in  maintain  the  retain  maintains  a
893	967	155	0.032	80.624	0.536	1340.7246	2297.5818	wiki:35%	 many  numerous  few  countless  dozens  fewer
894	1415	155	0.032	80.655	0.187	1161.6454	2020.7762	pile:30%	 inner  internal  external  outer External  interior
895	1882	155	0.032	80.687	1.0	955.3262	1679.6339	web:33%	,
896	267	154	0.031	80.718	0.181	928.0455	1429.7177	code:94%	 program  Software  SOFTWARE  software Software  files
897	378	154	0.031	80.749	0.022	1224.4121	1849.729	code:95%	Parser Model Handler List Manager  Solution
898	591	154	0.031	80.781	1.0	684.3867	809.7734	code:90%	 under
899	629	154	0.031	80.812	0.379	1201.5361	1695.4393	web:42%	's ’s  its Its
900	1039	154	0.031	80.843	0.362	1151.3868	1915.6075	wiki:38%	 means  mean  meaning  meant 着  say
901	1106	154	0.031	80.875	1.0	424.5293	890.546	wiki:51%	199
902	1327	154	0.031	80.906	0.026	1333.2477	2386.0129	code:45%	 the gettext get  in  answer _year
903	1436	154	0.031	80.937	0.309	1087.7471	1920.4589	wiki:58%	 history  historical  historic  History Histor  histor
904	1450	154	0.031	80.969	0.293	1025.4082	1654.1505	math:41%	 example  examples Example example  Examples  Example
905	1842	154	0.031	81.0	0.215	1024.5265	2180.0193	code:52%	.com / localhost .net .org 1
906	325	153	0.031	81.031	0.283	289.3916	1009.497	wiki:81%	 ab  Ab by Ab  Aber  abs
907	1062	153	0.031	81.062	0.928	1085.501	1720.423	web:31%	 in  In In
908	1171	153	0.031	81.093	0.393	1024.6466	1584.6504	code:77%	 [ [ =[ ([  [[  ([
909	1569	153	0.031	81.125	0.582	874.5586	1487.125	math:93%	^ )^ ^\\  **  ^ ^{
910	650	152	0.031	81.155	0.558	1178.5616	2109.9724	web:34%	 while  whereas  whilst  While While  Whilst
911	1271	152	0.031	81.186	0.436	951.8458	1516.918	code:97%	:\n ):\n ():\n '):\n )):\n :
912	1579	152	0.031	81.217	0.02	1318.3126	2094.7317	wiki:34%	C D V ED A I
913	1741	152	0.031	81.248	0.046	948.3173	1590.9668	web:72%	0  Georgia CG  Electricity  Rockets il
914	1044	151	0.031	81.279	0.048	1307.3751	3303.0703	wiki:69%	 the    in  and  won  to
915	1094	151	0.031	81.31	0.802	1078.6533	1924.0312	math:39%	 that  if  which  que .t  as
916	1884	151	0.031	81.34	0.211	933.2382	1731.1719	code:92%	 +  % format ,  (  ",
917	655	150	0.031	81.371	0.0	1250.416	1500.9961	code:93%	 law  applicable  by  or  required
918	766	150	0.031	81.401	0.624	781.6768	1419.5812	wiki:87%	.\n\n .\n ).\n\n  .\n\n ".\n\n  \n\n
919	946	150	0.031	81.432	0.344	1032.2559	1594.0409	wiki:34%	 three  four 3  Four  five  Three
920	1056	150	0.031	81.462	0.569	1157.0929	1733.34	math:98%	_{ }_{ ^{ {  _{ {\\
921	1261	150	0.031	81.493	0.15	498.8691	1279.7904	math:23%	 Ex  ex  ext -ex  extr Ex
922	1563	150	0.031	81.523	0.942	1218.5693	1961.6805	web:40%	 be  been
923	1641	150	0.031	81.554	0.064	1115.6875	1994.287	pile:63%	a array #endif 1 right name
924	1725	150	0.031	81.584	0.029	361.6387	447.7666	code:95%	 the  of
925	103	149	0.03	81.615	0.425	1073.3359	1931.0507	wiki:51%	 of  near  to  from  adjacent  nearby
926	239	149	0.03	81.645	0.268	721.999	1640.9484	code:25%	 super Sup  Super  sup  supers  Supreme
927	520	149	0.03	81.675	0.461	986.6992	1608.1641	math:92%	}{ { / over }}  /
928	544	149	0.03	81.706	0.317	764.3496	1244.2245	wiki:35%	 As As  as as “As
929	556	149	0.03	81.736	0.188	1283.8729	2113.0	pile:74%	" <a field <script "\n <html
930	1320	149	0.03	81.766	0.079	1798.5363	2969.1533	wiki:34%	 cases  case  far  time  sense  point
931	608	148	0.03	81.796	0.442	867.9941	2148.5879	math:32%	 last  Last Last  final last .last
932	1317	148	0.03	81.827	0.416	1009.4102	1638.0223	code:74%	' " '] ") ` .'
933	1347	148	0.03	81.857	0.307	1399.5537	2485.1406	web:43%	 easy  easily  difficult  easier  difficulty  Easy
934	1554	148	0.03	81.887	0.759	982.4698	1652.4629	math:38%	:  : ): "):
935	1914	148	0.03	81.917	0.615	842.4785	1878.0038	wiki:38%	 second  Second nd  secondary -  segunda
936	1572	147	0.03	81.947	0.553	995.6739	1759.8358	pile:36%	 want  wanted  wants Want  wish  quieres
937	1636	147	0.03	81.977	0.43	763.705	1626.6278	wiki:42%	 most  Most Most  majority  parte ,
938	1801	147	0.03	82.007	0.493	941.3354	1800.788	code:36%	  / 12 . -
939	1924	147	0.03	82.036	0.867	1324.6952	2098.2419	web:46%	 very Very  Very very
940	425	146	0.03	82.066	0.775	996.4981	1502.921	web:99%	.\n ).\n ."\n ".\n ?\n
941	718	146	0.03	82.096	0.452	1045.2705	1821.2998	code:27%	 "  '  ‘  “ "  `
942	543	145	0.029	82.125	0.54	1243.3068	2120.7966	pile:33%	 no  NO  No No no _no
943	675	145	0.029	82.155	0.096	1457.87	2606.6973	web:32%	 states  announced  conclude  reported  claims  state
944	1692	145	0.029	82.184	0.6	1072.21	2147.1719	pile:29%	 not not  Not Not  no  NOT
945	1784	145	0.029	82.214	0.226	542.4727	967.3516	web:31%	 there  There There .There
946	1873	145	0.029	82.243	0.797	872.9424	1511.2345	code:44%	. ). `. '. ".
947	1932	145	0.029	82.273	0.24	1370.7657	2308.5547	web:33%	 quick  quickly  fast  rapidly  rapid  faster
948	370	144	0.029	82.302	0.182	996.9697	1893.9865	code:79%	 '/  "/  / ("/ ('/ /
949	721	144	0.029	82.331	0.451	1048.7137	1682.8361	code:56%	.com .org .net .de .edu .ca
950	860	144	0.029	82.361	0.173	1269.7128	1827.0812	wiki:71%	 War  Wars  census  season  II  Games
951	1190	144	0.029	82.39	0.566	1230.5018	2040.4941	math:39%	 know  knew  knows  knowing  Knowing Know
952	1230	144	0.029	82.419	0.322	572.9658	1503.8075	wiki:72%	 West  Western  west  western -west West
953	1621	144	0.029	82.449	0.423	1238.2812	1970.4257	web:48%	 help  helps  helped  assist  Help  helping
954	1949	144	0.029	82.478	0.87	1094.2988	1515.4805	web:38%	 at at At
955	216	143	0.029	82.507	0.17	703.165	1276.3312	code:95%	,    to  the ., #
956	851	143	0.029	82.536	0.895	956.9571	1502.459	web:45%	 you you 您
957	1511	143	0.029	82.565	0.61	1297.7013	2033.4883	web:31%	 like  Like Like like Unlike  as
958	342	142	0.029	82.594	0.94	645.6407	1211.4648	wiki:80%	 in in
959	524	142	0.029	82.623	0.275	890.3965	1577.6309	math:38%	 "  “  '  ‘
960	1213	142	0.029	82.652	0.047	1641.9484	3154.0137	wiki:78%	 the  and  Open  to  tennis ,
961	1491	142	0.029	82.681	0.823	1112.2382	1632.0957	wiki:32%	 where  Where  wherein where
962	1782	142	0.029	82.71	0.083	1278.125	2178.1643	math:77%	2 a (a ) 3 (b
963	68	141	0.029	82.738	0.309	1092.6475	1570.8965	wiki:79%	\n \n\n  \n  \n\n \n \n )\n\n
964	341	141	0.029	82.767	0.615	91.9922	192.7578	code:97%	- __ 1 :
965	453	141	0.029	82.796	0.793	1230.8573	1800.213	wiki:48%	, ), ",
966	575	141	0.029	82.824	0.875	1220.6249	1888.5421	web:30%	 than  then than  that  as
967	640	141	0.029	82.853	0.447	705.9843	1093.3007	math:34%	 there  There There there ere  not
968	641	141	0.029	82.882	0.368	821.2187	1651.8905	code:48%	.com .org .net .nl .io .edu
969	563	140	0.028	82.91	0.735	863.2578	1432.2323	wiki:29%	 based  Based  basis based _based
970	706	140	0.028	82.939	0.862	776.7188	1343.0333	wiki:75%	 known Known  Known known
971	1175	140	0.028	82.967	0.908	863.0665	1410.2577	math:39%	 how how  How  way
972	1584	140	0.028	82.996	0.2	1986.0156	2781.8574	pile:36%	 quite  extremely  relatively  pretty  particularly  rather
973	11	139	0.028	83.024	0.056	1479.7843	2292.7861	web:47%	 benefit  book  break  bind  borders  blow
974	114	139	0.028	83.052	0.256	845.338	1416.7549	code:63%	 author author  Author  Authors @author  authors
975	126	139	0.028	83.08	0.046	1333.6846	2217.7314	web:42%	y  Aaron  Ada ty  Taylor  Alexander
976	625	139	0.028	83.109	0.181	794.4473	1468.6133	wiki:56%	 an  An An an
977	1168	139	0.028	83.137	0.731	855.2109	1652.8007	wiki:30%	 first  First First first
978	1280	139	0.028	83.165	0.415	895.8662	1954.7831	pile:32%	 public  private  Public public Private  PUBLIC
979	1417	139	0.028	83.193	0.545	1452.4141	2625.3459	pile:31%	 just  simply  Simply  merely  a ut
980	27	138	0.028	83.222	0.059	694.9941	1410.2577	wiki:35%	 J  John  Justin .  Jean  Julius
981	597	138	0.028	83.25	0.922	991.0928	1766.9354	web:51%	 who  that  whom
982	950	138	0.028	83.278	0.216	887.6738	1529.4767	math:48%	Is  Is  is  are  Are Are
983	961	138	0.028	83.306	0.351	941.1562	1432.5557	math:54%	:\n\n \n\n \n . -\n\n ...\n\n
984	1113	138	0.028	83.334	0.019	1307.9277	1931.4825	pile:56%	C D P H A F
985	1125	138	0.028	83.362	0.265	1269.327	2109.4336	web:54%	 are  am 'm ’m 're re
986	1223	138	0.028	83.39	0.381	888.0889	1786.5253	code:48%	 set .set  Set set Set .SET
987	190	137	0.028	83.418	0.581	1104.584	2145.8284	web:39%	 out  Out  OUT _out .out out
988	531	137	0.028	83.446	0.298	869.9883	1425.25	math:45%	 What What  what what “What WHAT
989	551	137	0.028	83.474	0.386	777.8613	1209.4355	math:31%	 For For  for .For Para
990	659	137	0.028	83.501	0.591	712.2559	1309.9082	pile:45%	 high  High  higher high  Higher HIGH
991	697	137	0.028	83.529	0.938	1007.9932	1616.8975	wiki:74%	 first sta
992	941	137	0.028	83.557	0.595	1477.0957	2672.7581	math:45%	 would 'd  have  you Would  also
993	1146	137	0.028	83.585	0.363	785.2011	1535.1854	wiki:97%	 , ,  (),  ), .,
994	1476	137	0.028	83.613	0.669	599.6602	959.1837	code:100%	 """  ''' """  " '' '''
995	1631	137	0.028	83.641	0.606	578.3438	1234.0918	wiki:97%	 "  ("  '  (' "  ‘
996	1925	137	0.028	83.669	1.0	733.5587	1246.1465	wiki:30%	 the
997	12	136	0.028	83.696	0.406	583.6055	1174.6709	math:36%	 sub  Sub Sub sub  subs ub
998	509	136	0.028	83.724	0.281	815.373	1338.3184	code:92%	("  "  ' (' =' "
999	605	136	0.028	83.752	0.137	1350.4044	2175.8889	math:32%	 years  seconds -year  second  days  year
1000	627	136	0.028	83.779	0.295	982.5469	2005.002	code:91%	 models .models .objects (models .Model =models
1001	666	136	0.028	83.807	0.937	872.8135	1565.0537	wiki:36%	 the  dem
1002	736	136	0.028	83.835	1.0	990.3047	1626.582	wiki:35%	 (
1003	862	136	0.028	83.862	0.113	1065.2344	1851.4551	code:81%	                                  
1004	955	136	0.028	83.89	0.937	932.8477	1529.3195	web:30%	 a a
1005	1004	136	0.028	83.918	0.364	963.3896	1668.3387	code:82%	 is is .is _is Is  IS
1006	1137	136	0.028	83.945	0.581	815.9258	1288.3456	code:62%	 {\n {\n  {\r\n  {\n\n ({\n ={\n
1007	1249	136	0.028	83.973	0.1	1516.1652	2431.1748	wiki:25%	 studied  store  stand  studying  storing  state
1008	1256	136	0.028	84.001	0.474	884.165	1383.6454	code:93%	            \n \t             \t\t
1009	1443	136	0.028	84.028	0.351	1035.048	2155.0645	wiki:28%	 related -related  relative  Related Related  relation
1010	1658	136	0.028	84.056	1.0	976.0156	1841.6406	web:46%	 that
1011	1663	136	0.028	84.084	0.937	1124.1122	1742.4073	wiki:49%	 also  be
1012	1823	136	0.028	84.111	0.291	612.8467	1044.1973	math:57%	 We  we We .We
1013	1956	136	0.028	84.139	0.921	652.1934	1377.9844	pile:38%	 have  has  had
1014	616	135	0.027	84.166	0.744	1043.7333	1718.0975	math:50%	 following  follows ing wo mentioned
1015	642	135	0.027	84.194	0.526	831.3554	1580.7616	web:42%	 new  New New new _new έας
1016	729	135	0.027	84.221	0.527	907.5488	1548.5509	code:93%	\n .\n  */\n :\n '\n )\n
1017	923	135	0.027	84.249	0.89	667.4111	1348.1268	wiki:79%	 of  Of  OF
1018	1010	135	0.027	84.276	1.0	961.3984	1678.5635	web:36%	 to
1019	1199	135	0.027	84.304	0.388	627.9727	1040.1006	code:99%	 modify  it  modification it
1020	1570	135	0.027	84.331	0.92	696.2305	1187.701	math:30%	.   ,
1021	1903	135	0.027	84.359	0.338	1330.8407	2136.6328	web:40%	 years  months  year  centuries  decades -year
1022	1954	135	0.027	84.386	0.163	1183.9972	1781.2831	code:40%	 return  returns  returned Returns  Return  returning
1023	664	134	0.027	84.413	0.399	1272.2421	2208.7988	pile:40%	:  : :\\ :% ): ::
1024	875	134	0.027	84.441	1.0	488.2217	652.8535	code:96%	,
1025	903	134	0.027	84.468	0.484	1065.6171	2000.1405	web:57%	 all  All All  #
1026	1392	134	0.027	84.495	1.0	1196.6964	1703.9423	wiki:40%	 a
1027	1486	134	0.027	84.522	0.188	1260.4325	2150.8652	math:42%	3 4 5 6 8 2
1028	1719	134	0.027	84.55	0.243	1119.9131	1808.2178	code:58%	 Google github @gmail  google .google google
1029	1733	134	0.027	84.577	0.096	1384.3651	2522.1846	wiki:32%	 smaller  small big  the  huge  of
1030	1805	134	0.027	84.604	0.87	1187.205	2069.7012	web:43%	 you you  u  person  tu
1031	1968	134	0.027	84.631	0.193	1063.535	1757.0665	wiki:63%	 south  southern  eastern  east  Southern  South
1032	9	133	0.027	84.658	0.185	626.4326	1286.3085	wiki:56%	 art  Art  arts  artificial  Arts  article
1033	474	133	0.027	84.686	0.294	1313.6281	2417.5547	wiki:60%	 considered  said  believed  regarded  thought  assumed
1034	908	133	0.027	84.713	0.919	1062.3221	1884.9667	wiki:32%	 of  OF  kinds
1035	1082	133	0.027	84.74	0.919	1354.4696	1947.5917	web:35%	 had Had  have
1036	1922	133	0.027	84.767	0.08	1858.3856	2843.343	math:35%	 words  particular  contrast  hand  fact  Instead
1037	183	132	0.027	84.794	0.415	922.8857	1880.9396	wiki:33%	 all  All all _all All  ALL
1038	490	132	0.027	84.82	0.647	981.2188	2282.3242	web:47%	 just  Just just Just  simply
1039	1047	132	0.027	84.847	0.127	742.459	1635.7872	code:36%	 met  meet  Met  metal  Meta met
1040	1353	132	0.027	84.874	0.164	1427.6797	2240.8357	code:43%	              \t  \xa0 \xa0
1041	1906	132	0.027	84.901	0.461	1174.8719	1950.7501	math:34%	 -  –  — -  -- ‐
1042	148	131	0.027	84.928	0.237	1500.3955	2252.5811	wiki:33%	 important  key  fundamental  essential  critical  crucial
1043	285	131	0.027	84.954	0.131	1305.4639	1812.9835	code:99%	 numpy _function _import _literals  division  typing
1044	323	131	0.027	84.981	0.404	880.9775	1603.8115	wiki:61%	 city  town  City  cities city  towns
1045	390	131	0.027	85.008	1.0	226.2363	651.3613	code:93%	 
1046	434	131	0.027	85.034	0.935	245.5859	594.8633	code:98%	 django  Django
1047	548	131	0.027	85.061	0.462	1081.4452	1664.918	wiki:44%	 many  Many Many  of  los
1048	727	131	0.027	85.087	0.162	1466.3082	2636.6855	web:33%	-term  period  time  moment  periods  term
1049	743	131	0.027	85.114	0.647	1098.5977	1811.5713	math:32%	 not 't ’t  NOT ´t  es
1050	1326	131	0.027	85.141	0.724	1110.3436	1655.6815	pile:47%	 but But  pero but —but  But
1051	1385	131	0.027	85.167	0.152	1549.9238	2571.9521	math:63%	/  / /d  to div }{
1052	1656	131	0.027	85.194	0.514	1457.8575	2442.5354	math:31%	 over  the over  a -over  overl
1053	1732	131	0.027	85.221	0.442	988.7773	1522.1544	code:89%	[ )[ [:, [: ][ ')[
1054	489	130	0.026	85.247	0.111	628.0527	1325.3534	pile:28%	 Con  con Con  cons  conf _con
1055	799	130	0.026	85.274	0.717	1365.0389	2097.2048	wiki:39%	 but But  But but  BUT  mas
1056	1163	130	0.026	85.3	0.885	978.1514	1489.0801	wiki:51%	 with with
1057	1300	130	0.026	85.326	0.573	1471.2462	2369.29	math:30%	 one  ones 1 one  ONE  Ones
1058	1597	130	0.026	85.353	0.123	1966.085	3199.4385	web:36%	 taken  the  take  carry  took  takes
1059	1755	130	0.026	85.379	0.687	1425.8555	2132.4697	web:30%	 now now  Now -now  NOW  days
1060	1874	130	0.026	85.406	1.0	803.1846	1395.5109	wiki:61%	 the
1061	10	129	0.026	85.432	0.102	1106.7394	1957.8097	wiki:28%	 August  June  July  April  May  January
1062	523	129	0.026	85.458	0.25	1192.1445	1889.0352	web:36%	 give  gives  gave  giving  Give  given
1063	695	129	0.026	85.485	0.476	1043.5431	2119.6877	web:29%	 another  other  Another Another  outro another
1064	825	129	0.026	85.511	0.238	1883.1327	2959.8457	web:26%	 likely  probably  possibly  necessarily  presumably  arguably
1065	1567	129	0.026	85.537	0.307	1537.5967	2646.6091	web:30%	 others  other  else  otherwise  fellow  elsewhere
1066	1855	129	0.026	85.563	0.232	1219.5137	2129.3418	math:29%	0 4 00 1 6 3
1067	1875	129	0.026	85.589	0.421	1274.9962	1866.5391	web:35%	 get  got  Get  getting  gets Get
1068	363	128	0.026	85.616	0.319	702.3917	1372.2169	code:98%	.\n \n .\n\n \n\n  \n\n )\n\n
1069	832	128	0.026	85.642	1.0	848.7275	1461.5714	wiki:54%	 (
1070	1109	128	0.026	85.668	0.325	1040.1504	2155.8906	web:28%	 support  supported  supports  supporting  SUPPORT .support
1071	1153	128	0.026	85.694	0.727	287.0752	402.3477	code:77%	www  www
1072	1344	128	0.026	85.72	0.231	863.9171	1586.9785	code:84%	\n \n\n .\n\n .\n '\n ***\n
1073	1955	128	0.026	85.746	0.621	1184.3251	2072.8418	math:41%	 have  got  has  Have Have  had
1074	440	127	0.026	85.772	0.454	717.2266	1279.0176	math:99%	## ### ####
1075	922	127	0.026	85.797	0.619	1126.7188	1940.0137	pile:35%	/  / ./ )/ }/ "/
1076	933	127	0.026	85.823	0.189	916.2861	1333.9336	code:100%	 import future ,    
1077	1795	127	0.026	85.849	0.184	1305.6035	2093.0505	math:37%	 thus  therefore  Thus  Therefore  hence ence
1078	823	126	0.026	85.875	0.263	1110.2147	1741.7052	web:33%	 allow  allows  allowing  permit  allowed  enable
1079	951	126	0.026	85.9	0.188	1492.7531	3195.7197	math:41%	 be  is  been  exists  also  there
