rank	cluster_id	n_assigned	usage_pct	cum_pct	monosemanticity	dist_min	dist_p50	domain	top_tokens
285	1682	431	0.088	39.211	0.372	1304.4404	2080.2061	wiki:59%	 his  their  her  its
286	1425	430	0.087	39.299	0.043	849.707	1537.5909	code:95%	Manager Form Type Renderer Expression Response
287	1668	430	0.087	39.386	0.032	834.1646	1561.0487	wiki:50%	ius us a y  Alexander u
288	507	428	0.087	39.473	0.228	922.9902	1674.3517	code:92%	\n \n\n )\n\n ;\n\n )\n ')\n
289	553	428	0.087	39.56	1.0	1030.3856	1814.8271	wiki:29%	 of
290	667	428	0.087	39.647	0.124	1052.519	1753.0387	wiki:75%	 Asia  Earth  Europe  Caribbean  Pacific ia
291	1511	428	0.087	39.734	1.0	581.4756	1168.63	wiki:79%	 
292	1590	427	0.087	39.821	0.524	848.7206	1477.1329	code:92%	:\n ):\n :\r\n ':\n '):\n ():\n
293	1181	426	0.087	39.908	0.336	984.8281	2110.2107	math:32%	 is  are  there  was ’s 's
294	301	425	0.086	39.994	0.025	1131.3516	1708.4178	code:93%	_file _PATH _id _DIR _files _path
295	1587	425	0.086	40.081	0.943	1156.5254	1829.5	wiki:35%	 or  o or
296	548	424	0.086	40.167	0.955	1158.5498	1822.8555	wiki:43%	 from  dari
297	610	424	0.086	40.253	0.068	926.7988	1559.3066	code:90%	 pulp ipline  mne ite rest a
298	1845	424	0.086	40.339	0.1	1029.5703	1740.0547	math:78%	 x  y x  R  L B
299	384	423	0.086	40.425	0.741	1038.8223	1867.6592	math:30%	 it  It it It
300	1227	422	0.086	40.511	0.431	1204.121	1953.9803	web:34%	 has  have 've ’ve
301	1778	421	0.086	40.597	1.0	872.4579	1455.9678	wiki:36%	 and
302	211	420	0.085	40.682	0.026	973.1982	1743.4814	code:91%	 data (data  line (e (image (item
303	335	417	0.085	40.767	0.016	977.8926	1854.329	code:87%	_name _id  session  index  url  password
304	804	417	0.085	40.852	0.07	1140.6479	1881.0386	wiki:56%	 capital  factor  branch  source  component ary
305	409	416	0.085	40.937	0.462	1136.9698	1817.4415	code:91%	, ', ", (), ], __),
306	486	416	0.085	41.021	0.452	1006.3555	1745.5607	math:31%	 has  have  had  Have
307	523	416	0.085	41.106	0.117	958.4863	1619.3965	wiki:79%	 Roman ian  Armenian  European  British  Egyptian
308	1162	416	0.085	41.191	1.0	395.1113	771.9551	code:100%	from
309	1342	416	0.085	41.275	0.247	879.5645	1456.6835	math:32%	 If If  if if
310	1415	416	0.085	41.36	0.646	1314.174	1793.5898	pile:33%	 but  But But  pero but
311	1417	416	0.085	41.444	0.134	1092.4757	1728.6865	math:97%	f  f F y $f a
312	1804	414	0.084	41.529	0.531	998.1993	1506.626	wiki:38%	 is  are
313	1084	413	0.084	41.613	0.01	968.4199	1662.8223	code:97%	.events _component _lib um .plot .image
314	326	412	0.084	41.696	0.048	1167.1027	1822.5389	wiki:55%	ist anger  designer  producer writer  builder
315	579	412	0.084	41.78	0.478	569.813	1378.6522	wiki:46%	 A  I A  i  a I
316	905	412	0.084	41.864	0.13	1131.6249	2023.2861	math:98%	pi  e R d e  R
317	1664	412	0.084	41.948	0.267	1159.4071	2304.5637	wiki:35%	 several  various  multiple  few  of  numerous
318	845	411	0.084	42.031	0.752	1052.207	1588.7111	wiki:76%	, ), ", .), "),
319	411	409	0.083	42.115	0.504	614.7686	1078.998	code:97%	                          \t
320	974	409	0.083	42.198	0.392	1221.0732	2091.5857	math:43%	) ] () } . $
321	1738	409	0.083	42.281	0.104	1203.035	1957.1886	web:30%	 graph  game  gas ait  genome  group
322	430	408	0.083	42.364	0.012	1151.4735	1756.2736	wiki:55%	us ia l ugged  Basics aceae
323	1238	408	0.083	42.447	0.146	1415.2095	2370.9106	code:40%	 . + * __  * .
324	475	407	0.083	42.53	0.618	1394.0751	2020.7433	wiki:55%	 –  -  — � -  ---
325	1280	407	0.083	42.613	0.044	1411.5438	2169.3398	wiki:34%	 connection  relationship  action  loss  distribution  association
326	180	405	0.082	42.695	0.117	254.6978	819.8218	wiki:34%	 B  S  L  T  R  C
327	1484	405	0.082	42.777	0.105	767.1358	1474.6582	math:46%	   able 0  such  don {
328	598	404	0.082	42.86	0.337	967.002	1516.8868	code:96%	                                        \t                    
329	1047	404	0.082	42.942	0.022	1145.0088	1876.9298	wiki:34%	 diver  rearr  annihil  colon pon  catal
330	1663	404	0.082	43.024	0.582	1005.9033	1675.9276	math:35%	 using  use  Using  used  uses using
331	1776	404	0.082	43.106	0.086	961.8423	1639.5889	wiki:29%	 pol  poly  pseud  pert  path  Phot
332	80	403	0.082	43.188	0.135	660.1055	1468.2725	wiki:52%	 al  ar  ac Ar  Al Al
333	311	403	0.082	43.27	0.034	963.8926	1504.049	wiki:32%	7 8 5 3 6 0
334	197	402	0.082	43.352	0.92	890.4169	1673.1122	math:84%	  { (
335	711	402	0.082	43.434	0.104	1243.2013	1873.7705	code:88%	 tf  sa (sa  fields 2  json
336	1563	402	0.082	43.515	0.006	1084.1182	2025.2023	code:86%	period app  seq  stock  path box
337	1646	402	0.082	43.597	0.723	733.0146	1536.1484	wiki:97%	\n )\n "\n .\n  \n \n\n
338	1806	402	0.082	43.679	0.919	960.0352	1584.292	wiki:45%	, ),
339	1306	400	0.081	43.76	0.92	978.8652	1589.3145	math:28%	 can  Can can
340	1120	399	0.081	43.841	0.805	878.4873	1428.8817	code:92%	\n \n\n \r\n
341	1441	399	0.081	43.923	0.932	1085.4962	1868.4922	pile:31%	 on  On  ON  upon
342	1550	399	0.081	44.004	1.0	709.9052	1339.9531	wiki:44%	 
343	55	398	0.081	44.085	0.932	1151.6525	2116.625	wiki:41%	 also  juga ién also
344	277	398	0.081	44.166	0.196	972.6992	1719.0372	code:82%	 tensorflow  sklearn  matplotlib  flask  tornado  fabric
345	314	398	0.081	44.247	0.588	872.0313	1621.0088	math:81%	\n \n\n )\n )\n\n .\n .\n\n
346	734	397	0.081	44.327	0.056	1128.4452	1969.4443	math:94%	(R x 0 3 _n 2
347	1189	397	0.081	44.408	0.013	817.5869	1301.0605	wiki:69%	7 8 0 6 2 3
348	814	396	0.081	44.489	0.461	816.8916	1435.9813	code:92%	 '  " ['  ('  {'  `
349	1532	396	0.081	44.569	1.0	915.2978	1602.5673	math:34%	,
350	1642	396	0.081	44.65	0.87	686.6826	1202.2656	wiki:64%	, ), .,  (),
351	1212	395	0.08	44.73	0.212	816.0195	1377.6581	code:87%	\n )\n )\n\n ')\n ()\n ))\n
352	890	393	0.08	44.81	0.656	512.8047	979.8349	code:97%	\n\n \n\n\n \n \r\n\r\n
353	1944	393	0.08	44.89	0.416	888.7998	1627.5997	math:30%	 a  A A a
354	1172	392	0.08	44.97	1.0	860.9995	1654.6622	math:45%	 
355	1396	392	0.08	45.049	0.955	848.6113	1354.6864	wiki:65%	 the _the
356	1937	392	0.08	45.129	0.023	906.2266	1497.0771	wiki:47%	i a au ach abad  Beach
357	178	391	0.08	45.209	0.046	1163.246	1848.2015	math:24%	AT A ERT G  AES IS
358	100	390	0.079	45.288	0.321	831.165	1404.7687	code:94%	                                        \t\t                    
359	728	390	0.079	45.367	0.06	717.166	1460.7802	math:74%	ov ff etz vy ck gue
360	1987	390	0.079	45.447	1.0	890.544	1622.5615	math:68%	1
361	1400	389	0.079	45.526	0.359	821.8643	1534.8817	math:31%	 use  using  uses  used  Use Use
362	1827	389	0.079	45.605	0.932	1100.1738	1877.5184	wiki:31%	 for for  r _for
363	1840	389	0.079	45.684	0.605	997.2265	1774.2267	math:34%	 is  are are  Is
364	878	388	0.079	45.763	0.858	1138.793	2006.083	math:48%	0  zero Zero  ZERO zero
365	821	387	0.079	45.842	0.267	1035.1522	1887.3032	math:76%	� \\ math  \\  � \\t
366	678	385	0.078	45.92	0.955	1295.8976	1993.2646	web:31%	 to  To
367	1241	385	0.078	45.998	0.195	1137.1924	2026.208	code:58%	) ] __ > ') ()
368	227	384	0.078	46.077	0.567	1285.6729	2156.4141	code:42%	 ( ( __( (( =(  +(
369	352	384	0.078	46.155	0.047	1285.6787	2207.3262	code:42%	 built Joined ared ized  Armed ed
370	415	384	0.078	46.233	0.076	1342.3126	2204.7646	code:28%	255 330 100 200 128 403
371	549	383	0.078	46.311	0.088	1092.3877	1839.5488	math:33%	100 123 110 128 264 102
372	655	383	0.078	46.389	0.032	1065.1475	1746.4491	web:45%	 sugar  stone  Iron  maize  sand  celery
373	1887	383	0.078	46.466	0.375	984.4991	1593.785	math:79%	\n\n $\n\n $\n )\n\n \n }\n\n
374	1592	382	0.078	46.544	0.142	899.1456	1815.7334	web:32%	 is 's ’s
375	19	381	0.078	46.622	0.943	1157.2266	1838.5568	web:35%	 to -to  TO
376	292	381	0.078	46.699	0.044	905.0292	1518.1053	pile:47%	min fib stat box  arsen sen
377	759	381	0.078	46.777	0.069	913.7349	1430.9681	wiki:83%	 Anat  Bav  Caucas  Byz  Balk  Azerbai
378	319	380	0.077	46.854	0.026	1169.1649	1821.6945	wiki:36%	es ers  acids  films  particles ides
379	1193	380	0.077	46.931	0.071	529.0127	1575.5225	wiki:37%	 Gr  Gal  Gu  gal  Gre  Gra
380	766	379	0.077	47.008	0.653	950.4219	1423.7754	wiki:79%	 is  are
381	90	378	0.077	47.085	0.653	721.6914	1468.8341	math:52%	  - /
382	931	378	0.077	47.162	1.0	1210.8937	2019.3563	wiki:34%	 of
383	440	377	0.077	47.239	0.057	935.2617	1603.755	wiki:51%	oust  lingu  cardi  chem  neuro  morph
384	476	377	0.077	47.316	0.022	1420.3065	2071.364	code:77%	_column .load _concat .save _spec color
385	652	377	0.077	47.392	0.199	999.7353	1729.5302	code:91%	\n )\n ()\n \n\n \r\n )\n\n
386	1544	377	0.077	47.469	0.064	1007.796	1554.1035	wiki:81%	 novel  film  language  element  company  organization
387	275	375	0.076	47.545	0.897	1160.1827	1741.7052	web:44%	. $. ). "].
388	995	375	0.076	47.621	0.919	1052.7892	1667.5956	wiki:47%	 the the
389	6	373	0.076	47.697	0.033	1127.6211	1852.6542	code:89%	.exceptions _msgs .api _model .orm ensemble
390	208	373	0.076	47.773	0.323	740.2831	1236.709	math:95%	 $\\ $\\ \\
391	310	371	0.075	47.849	0.069	1142.1143	1827.9989	wiki:53%	 court  army  school  family  church  monastery
392	543	371	0.075	47.924	0.264	1084.4932	1611.3163	code:95%	)\n ()\n \n ]\n )\n\n ')\n
393	989	371	0.075	48.0	0.125	735.665	1399.457	wiki:30%	 April  July  March  June  August  November
394	1325	371	0.075	48.075	0.878	1089.7872	1846.8983	wiki:42%	 and  And and
395	302	370	0.075	48.15	0.849	924.3916	1548.3594	code:72%	 =  <- =
396	1872	370	0.075	48.226	0.667	1058.0723	2087.2273	web:38%	 we We  We we  us
397	1618	369	0.075	48.301	0.19	1337.8906	2285.3838	wiki:32%	 place  exist  occurs  occur  exists  occurred
398	674	368	0.075	48.376	0.289	896.5938	1713.3096	wiki:57%	.S  States .  US  American  America
399	1858	366	0.074	48.45	0.035	877.6797	1745.2422	code:39%	pc w ob m oc ert
400	494	365	0.074	48.524	0.054	924.4424	1659.5693	code:89%	 msg  data  path  name _name  index
401	547	365	0.074	48.598	0.805	968.1992	1864.6133	code:45%	,  , }, ], ., ),
402	1111	365	0.074	48.673	0.478	852.7598	1586.0577	code:84%	 '  " "," > (' ("
403	1838	365	0.074	48.747	0.955	1121.7557	1681.8682	wiki:35%	, ),
404	978	364	0.074	48.821	0.071	851.1817	1953.0688	math:40%	   the .  United  part  a
405	1296	364	0.074	48.895	0.756	1101.1593	1779.7635	math:41%	, ), $,
406	620	363	0.074	48.969	1.0	523.0595	968.9492	code:99%	 import
407	732	363	0.074	49.043	1.0	947.2725	1689.4237	pile:28%	 a
408	1267	363	0.074	49.117	0.466	703.9814	1257.4697	code:89%	            \t               \t\t\t
409	1948	363	0.074	49.19	0.907	695.9688	1337.296	code:86%	, ", ), ',        
410	351	361	0.073	49.264	0.417	672.2706	1357.8654	code:97%	 __ __ (__ .__ /__
411	446	361	0.073	49.337	0.472	733.9414	1225.0018	code:99%	(self self  self
412	686	361	0.073	49.411	0.082	762.9478	1610.1198	wiki:31%	-M -S -C -s -m -d
413	1135	361	0.073	49.484	0.721	1059.2069	1712.6202	wiki:47%	, ), %, '), ., $,
414	576	360	0.073	49.557	0.193	1121.4266	1882.5385	math:42%	10 12 14 20 11 15
415	631	360	0.073	49.631	0.183	1186.1259	1829.2021	wiki:41%	 includes  contains  include  contain  containing  featuring
416	847	360	0.073	49.704	0.884	1141.1074	1669.256	web:51%	. ). '. `.
417	1402	360	0.073	49.777	0.082	1123.0468	1882.7394	pile:41%	 Mac  Android  Windows  X  Java  WordPress
418	717	358	0.073	49.85	0.244	1169.4725	2125.5149	web:40%	 his  their  her  Their
419	1138	357	0.073	49.922	0.189	1179.4746	2344.7217	web:50%	 year  day  night  Night  season  week
420	1709	357	0.073	49.995	0.039	1216.4219	1813.1173	wiki:33%	 book  order  island  novel  building  show
421	466	356	0.072	50.068	0.819	1009.4609	1966.9481	math:33%	: ):  : .: $:
422	942	356	0.072	50.14	0.367	1146.7451	2313.8682	web:35%	 people  person  People  someone  anyone  persons
423	1351	356	0.072	50.212	0.922	1083.2059	1720.6533	wiki:31%	 and  dan  και _and  &
424	146	355	0.072	50.285	0.028	727.5137	1554.5763	wiki:35%	 Charles  Louis  Mary a  Joseph o
425	1240	355	0.072	50.357	0.083	1115.3988	1912.1313	math:46%	 Chapter .  Suite  Model  type  base
426	392	354	0.072	50.429	0.277	1265.9189	1922.0038	pile:43%	 patients  students  clients  users  individuals  Patients
427	832	353	0.072	50.501	0.503	967.9297	1810.955	math:77%	 + + )+ +\\
428	1067	353	0.072	50.572	0.114	1429.4208	2088.8333	wiki:52%	 derived  composed  directed  led  characterized  powered
429	1345	353	0.072	50.644	0.096	929.5132	1664.8927	wiki:44%	ine in amide ium ab ose
430	1420	353	0.072	50.716	0.605	823.7559	1581.5167	code:92%	#  *       * ##
431	201	352	0.072	50.788	1.0	879.8594	1541.6641	wiki:37%	 and
432	480	351	0.071	50.859	0.353	775.8525	1486.4845	code:73%	                        \t                          
433	639	351	0.071	50.93	1.0	694.3652	1157.7762	code:98%	 =
434	1547	351	0.071	51.002	0.113	1132.6017	2273.7979	wiki:38%	 strong  deep  soft  sharp  fine  weak
435	817	350	0.071	51.073	0.492	1302.2948	2204.1768	web:33%	 through  across  throughout  along Through  Across
436	1687	349	0.071	51.144	0.575	969.877	1928.1886	wiki:37%	's ’s ' s ’ ’S
437	761	348	0.071	51.215	0.015	870.0605	1433.2168	pile:31%	man aw ler th z  Daniels
438	1323	348	0.071	51.286	0.591	1085.9891	1963.5547	web:28%	 it  them los _it lo
439	1965	348	0.071	51.356	0.253	899.1142	1723.0068	code:77%	=True  True =False  False True False
440	1099	347	0.071	51.427	0.622	903.2071	1387.7469	wiki:72%	 It  it It
441	765	346	0.07	51.497	0.05	1366.077	1963.2792	wiki:40%	 formation  removal  production  treatment  introduction  application
442	770	346	0.07	51.568	0.04	562.6329	1472.7753	wiki:42%	 Hor  He  Had  Ham  Hir  Hil
443	123	345	0.07	51.638	0.472	1049.1504	1960.3163	code:48%	\n #      \n         \n\n
444	191	343	0.07	51.708	0.419	891.9795	1660.288	code:71%	    ,         ,\n " \t
445	196	343	0.07	51.777	0.381	766.3691	1339.7051	math:32%	 This This  this
446	222	343	0.07	51.847	0.523	1080.5527	1866.8535	wiki:50%	 its  their 's  sus
447	1140	343	0.07	51.917	0.407	1075.6984	1912.0439	math:68%	. • ) -  -  *
448	1228	343	0.07	51.987	0.005	963.6816	1523.501	code:63%	979 289 769 867 419 861
449	1255	343	0.07	52.057	0.684	1081.4269	2104.9121	math:34%	 any  Any Any  ANY any
450	1801	342	0.07	52.126	1.0	543.5088	1016.4551	code:99%	 import
451	595	341	0.069	52.195	0.069	1355.9393	2179.3398	pile:30%	 defendant  patient  player  owner  speaker iant
452	193	338	0.069	52.264	0.103	1030.7939	1709.5624	math:29%	10 14 12 20 30 16
453	1083	338	0.069	52.333	0.955	906.7031	1421.9698	web:61%	. ”.
454	1394	338	0.069	52.402	1.0	789.5488	1549.9493	math:43%	0
455	1985	338	0.069	52.47	1.0	463.1562	819.002	code:99%	from
456	423	336	0.068	52.539	0.193	947.1913	1516.869	web:51%	 We  we We we
457	724	335	0.068	52.607	0.539	1012.2832	1645.9014	wiki:67%	 as  called  named  entitled  titled called
458	1005	335	0.068	52.675	0.279	676.8906	1184.4296	math:32%	 there  There There ere
459	1166	335	0.068	52.743	0.485	1287.7334	1886.0702	wiki:28%	" ' ” ’ ` }
460	1291	335	0.068	52.811	0.062	1436.2355	2247.248	pile:32%	 affect  support  influence  promote  prevent  supports
461	1314	335	0.068	52.88	0.571	1015.293	1944.8711	math:98%	{  { {{ }{  {{ ({
462	1741	335	0.068	52.948	0.111	1276.3954	2184.6277	web:38%	 run  running  runs  ran  act  acts
463	1224	334	0.068	53.016	1.0	807.5586	1429.4825	web:37%	 
464	839	333	0.068	53.083	0.5	1148.1533	2131.9629	code:38%	:  :: ::  : ): :%
465	1288	333	0.068	53.151	0.919	1201.3436	1757.5175	web:36%	 for  FOR
466	675	332	0.068	53.219	0.512	1156.5137	2144.0925	code:43%	 [ [ ([  [[ =[  ([
467	697	332	0.068	53.286	0.658	715.6752	1361.4336	web:25%	 and  &  et  y  i _and
468	554	331	0.067	53.353	0.467	798.1719	1577.2479	math:60%	:\n\n :\n ):\n\n  :\n\n ):\n
469	1672	331	0.067	53.421	0.457	754.4922	1498.3046	math:95%	^ ^{ )^  ^{
470	659	329	0.067	53.488	0.556	1088.9102	2093.1289	code:24%	 not  NOT Not 't  Not not
471	1994	329	0.067	53.555	0.29	1348.2666	1879.5428	code:88%	XXXXXXXX  XXX XXXX XX XXX --+
472	0	328	0.067	53.621	1.0	792.1396	1459.2977	code:91%	 =
473	613	328	0.067	53.688	0.476	1135.7147	1941.9355	wiki:30%	 on  to  of  with  en  upon
474	1660	328	0.067	53.755	0.461	1066.5283	1678.7257	math:71%	.\n\n .\n \n\n )\n\n $\n \n
475	504	327	0.067	53.821	0.673	1064.6241	1856.92	wiki:35%	 may  might
476	1358	327	0.067	53.888	0.312	1171.0865	2071.3977	pile:50%	\n >\n }\n '\n )\n },\n
477	1389	327	0.067	53.954	1.0	1157.3859	1776.8242	wiki:41%	 of
478	632	326	0.066	54.021	0.419	403.5683	1072.2852	pile:24%	 G G  g .g g _g
479	960	326	0.066	54.087	0.457	1088.2539	2002.7059	math:30%	 each  every  Each Each  Every every
480	1411	326	0.066	54.153	0.082	1295.1364	1901.0693	math:28%	 rates  levels  temperatures  positions  numbers  costs
481	1525	326	0.066	54.22	0.088	1393.2744	2344.1836	pile:29%	 states  suggest  suggests  announced  indicates  tells
482	471	325	0.066	54.286	0.599	911.0772	1833.7609	code:90%	\n .\n )\n \n\n '\n \r\n
483	270	324	0.066	54.352	0.614	918.3419	1714.2675	math:69%	\n\n )\n\n \n .\n\n :\n\n \n\n\n\n
484	1779	324	0.066	54.418	0.81	911.5615	1940.5664	pile:48%	  . / ', = (
485	949	323	0.066	54.483	0.955	964.8516	2020.5293	web:38%	 to  of
486	394	322	0.065	54.549	0.806	1013.1426	1640.1953	web:30%	 as as
487	373	321	0.065	54.614	0.015	686.5884	1273.0931	wiki:33%	 Eug Rob  Alex aur  Mich mit
488	1079	320	0.065	54.679	0.158	627.5185	1573.2817	wiki:47%	 Ang  And  San  ang Ang  Ban
489	1492	320	0.065	54.744	0.955	1001.0449	1665.5947	math:32%	 of  de
490	179	319	0.065	54.809	0.033	1347.6154	1936.8712	wiki:63%	aceae aurus us  Apollo es ries
491	916	319	0.065	54.874	0.035	559.3456	939.5752	wiki:67%	196 198 197 195 194
492	977	319	0.065	54.939	0.183	520.002	832.8593	code:95%	 See  the  see
493	1346	319	0.065	55.004	0.018	1108.7101	1887.4806	web:53%	mark man ai  Audi aya ack
494	1539	319	0.065	55.069	0.244	761.3399	1538.5975	math:96%	(x _n _i n (z x
495	269	318	0.065	55.133	0.11	636.1192	1222.0967	wiki:53%	,   0 .  variety  such
496	1284	318	0.065	55.198	0.777	583.6006	1047.6992	wiki:89%	.\n\n ).\n\n ".\n\n ]\n\n ").\n\n  .\n\n
497	1886	318	0.065	55.263	0.758	1007.3701	1561.2323	math:44%	 I  i
498	161	317	0.064	55.327	0.648	858.9287	1243.2745	pile:76%	. ). ]. ]).
499	174	317	0.064	55.392	0.011	1184.0127	2038.2374	code:83%	List _model ation _message _node _field
500	187	317	0.064	55.456	1.0	886.0761	1681.1357	math:92%	2
501	338	317	0.064	55.521	0.381	1130.37	1946.4579	math:46%	 value  values  variance  velocity  version  volume
502	589	317	0.064	55.585	0.547	520.6895	1156.4288	code:100%	 self \tself
503	1094	317	0.064	55.65	0.072	1277.1211	1895.2012	pile:29%	ness  stability ity  performance  efficiency ability
504	530	316	0.064	55.714	0.034	1288.8358	2196.6001	math:42%	pt  share  unit d ere  magnitude
505	1009	313	0.064	55.778	0.072	886.002	1621.4253	wiki:30%	 ind  ext  Ind  ins  ent  Enc
506	1274	313	0.064	55.841	0.732	693.7148	1201.712	code:99%	        \t \t\t                
507	1975	313	0.064	55.905	0.158	1009.0059	1616.752	math:33%	 this This  This this
508	1992	312	0.063	55.968	0.806	886.5059	1527.127	wiki:27%	 which which
509	1023	311	0.063	56.032	0.777	940.1699	1553.0311	math:51%	.\n\n ).\n\n !\n\n .\n ]\n\n ].\n\n
510	1882	311	0.063	56.095	0.653	1284.1349	2214.6404	web:32%	 can  could  I leh _can Can
511	1455	310	0.063	56.158	0.326	896.2549	1933.0558	wiki:48%	 world  World  International  worldwide  international International
512	826	309	0.063	56.221	0.805	979.3701	2131.8008	web:43%	 my  our  mi
513	167	308	0.063	56.283	0.438	1072.668	2091.0811	wiki:42%	 to  with  from  as  of  than
514	1708	308	0.063	56.346	0.303	425.7607	1241.7528	code:41%	 P  p P .p p _p
515	1744	308	0.063	56.409	0.186	1061.2277	1769.9834	code:72%	'\n \n \n\n )\n ")\n '\n\n
516	1800	308	0.063	56.471	0.036	1337.9642	1995.5903	web:31%	 concept  process  condition  statement  approach  story
517	1980	308	0.063	56.534	0.327	794.834	1247.3124	wiki:31%	 In In  in
518	963	307	0.062	56.597	0.221	953.8593	1565.3888	math:81%	3 4 5 6 8 9
519	987	307	0.062	56.659	0.108	1134.5107	1843.8789	math:33%	50 60 51 59 40 30
520	1117	307	0.062	56.721	0.92	729.5136	1611.5184	code:35%	. _  
521	92	306	0.062	56.784	0.731	1263.3008	2057.9236	web:44%	. ).  . $. '. .)
522	353	306	0.062	56.846	0.028	1226.3496	1788.8159	wiki:38%	 branches  modes  novels  divisions  books  species
523	533	306	0.062	56.908	0.226	1071.2656	1790.3027	pile:31%	5 6 7 4 1 3
524	936	306	0.062	56.97	0.522	880.6485	1684.4865	math:97%	 $  $$ $ style } $$
525	1639	306	0.062	57.033	0.872	699.4306	1576.9083	math:36%	  - = #  # /
526	1844	306	0.062	57.095	0.84	1071.9189	1836.6661	math:40%	:  : ): $: ":
527	1573	305	0.062	57.157	0.41	951.0235	1902.4258	math:43%	 find  found  Find Find  finding find
528	828	304	0.062	57.219	0.143	1058.2812	1714.0518	code:54%	.py .txt .js .jpg .json py
529	698	303	0.062	57.28	0.882	699.8818	1111.3905	wiki:94%	. ). ".
530	1695	303	0.062	57.342	0.142	830.0684	1586.6466	math:35%	5 4 3 6 8 7
531	946	302	0.061	57.403	0.082	1165.2772	1676.7441	wiki:40%	 Company  School  Council  Society  Foundation  Empire
532	1057	302	0.061	57.465	0.031	1001.853	1721.9081	wiki:35%	 Insurance  Security  Fire  Police  Services  Literature
533	1861	302	0.061	57.526	0.641	481.293	973.1192	code:89%	 if \tif if
534	1870	302	0.061	57.588	0.955	1078.5508	1819.5176	wiki:39%	 an an
535	1920	302	0.061	57.649	0.494	1128.4883	1907.2404	wiki:38%	's ’s ' s ’ ens
536	233	301	0.061	57.71	0.435	552.6084	1153.2245	code:53%	 free  Free Free free _free
537	915	301	0.061	57.772	0.178	1306.4948	2148.1467	pile:36%	 side  rear  front  center  lateral  forward
538	1065	301	0.061	57.833	0.136	1442.4679	2555.1748	web:50%	 better  perfect  fine  nice  well  amazing
539	607	300	0.061	57.894	0.914	1028.8145	1572.2355	wiki:42%	 used  Used used  utilized
540	865	300	0.061	57.955	0.067	1068.2744	1686.7367	math:37%	\\   math _ . {
541	1571	300	0.061	58.016	0.112	837.3359	1282.2783	code:95%	8 0 /LICENSE /licenses
542	265	299	0.061	58.077	0.898	1240.4053	1983.0703	wiki:36%	 into into  to
543	1098	299	0.061	58.138	0.321	1052.459	1652.6261	math:96%	) } right }) ))  )
544	1214	299	0.061	58.198	0.102	929.1075	1583.1473	wiki:56%	 India  France  Australia  China  Japan  Mexico
545	1257	299	0.061	58.259	0.255	747.4161	1603.915	wiki:63%	 South  West  North  East  west  east
546	1634	298	0.061	58.32	0.485	955.5068	1846.104	wiki:79%	 name  term  word  phrase  title  surname
547	685	297	0.06	58.38	0.381	781.7305	1378.1914	code:87%	.\n \n .\n\n \n\n )\n .\r\n
548	1474	297	0.06	58.441	0.282	1328.9728	2211.4463	wiki:38%	. ., ,  especially  particularly  namely
549	1723	297	0.06	58.501	0.077	761.0585	1243.6328	wiki:87%	177 160 178 180 149 167
550	1824	297	0.06	58.562	0.859	738.2735	1080.3732	wiki:83%	. ).
551	330	296	0.06	58.622	0.271	1148.9111	1931.1543	math:27%	 standard  traditional  Standard  normal  conventional  typical
552	718	296	0.06	58.682	1.0	495.918	1166.7489	wiki:29%	200
553	1521	296	0.06	58.742	0.881	953.3077	1507.6766	web:78%	. ). .). ’. '.
554	144	295	0.06	58.802	0.079	1165.8651	1922.7451	code:88%	.CharField .Column Field .DecimalField .IntegerField  Column
555	1107	295	0.06	58.862	0.532	985.9141	1698.5721	wiki:41%	 "  '  “  ‘  (" "
556	1220	294	0.06	58.922	0.126	903.3369	1519.0684	math:38%	   doesn  the  such  don  well
557	389	292	0.059	58.981	0.538	518.9922	822.8661	code:92%	.\n \n  #\n .\n\n )\n
558	432	292	0.059	59.041	0.204	1083.8398	1641.2306	wiki:44%	 In In  in in
559	465	292	0.059	59.1	1.0	930.7422	1524.3114	wiki:64%	 the
560	1500	292	0.059	59.16	0.551	652.9981	1221.4004	code:62%	 without  WITHOUT Without without /o  Without
561	1753	292	0.059	59.219	0.137	976.3184	1656.8134	math:95%	x n y a  x $x
562	657	291	0.059	59.278	1.0	888.9248	1754.2697	wiki:46%	 the
563	1175	291	0.059	59.337	0.052	531.7227	1436.1392	wiki:29%	 Pol  Pat  pie  pel  Per  Par
564	1328	291	0.059	59.397	0.112	1088.3417	1902.5586	math:40%	7 11 1 0 9 10
565	1412	291	0.059	59.456	0.395	444.4052	1177.0773	code:26%	 H H  h h _h .h
566	72	290	0.059	59.515	0.102	997.2286	1658.5392	pile:32%	50 40 60 80 30 48
567	1692	290	0.059	59.574	0.046	1430.5856	2197.7559	pile:35%	-level -purpose -class -term precision -wide
568	5	289	0.059	59.633	0.282	1184.0557	2283.959	wiki:37%	 modern  current  present  currently  Modern  Current
569	838	289	0.059	59.691	0.1	677.3652	1472.2091	math:91%	X A f x M R
570	914	289	0.059	59.75	0.088	1296.4999	2498.4773	wiki:49%	est  popular  influential  populous  important  oldest
571	1406	289	0.059	59.809	0.955	926.8857	1715.542	wiki:36%	 in  In
572	1541	289	0.059	59.868	0.907	1198.2697	2086.6904	math:33%	 of _of  de  many  myriad
573	1585	289	0.059	59.926	0.109	1296.2021	2172.6035	wiki:47%	 refers  refer  derives  belongs  focused  range
574	1740	289	0.059	59.985	0.124	1223.1163	1905.328	code:94%	 json  subprocess .path  socket  argparse  shutil
