  step 840700 | loss 0.1093 | kl 0.0224 | val_kl 0.0320 | clus 0.4287 | sep 0.3717 | mse(diag) 0.1415 | eff_K 2000/2000 | dying 57
  step 840800 | loss 0.1052 | kl 0.0190 | val_kl 0.0317 | clus 0.4176 | sep 0.3714 | mse(diag) 0.1413 | eff_K 2000/2000 | dying 55
  step 840900 | loss 0.1106 | kl 0.0220 | val_kl 0.0328 | clus 0.4310 | sep 0.3717 | mse(diag) 0.1452 | eff_K 2000/2000 | dying 54
  step 841000 | loss 0.1108 | kl 0.0259 | val_kl 0.0330 | clus 0.4309 | sep 0.3710 | mse(diag) 0.1370 | eff_K 2000/2000 | dying 48
  [reinit] step 841000: 167 dead clusters
  step 841100 | loss 0.1086 | kl 0.0201 | val_kl 0.0327 | clus 0.4355 | sep 0.3753 | mse(diag) 0.1444 | eff_K 2000/2000 | dying 40
  step 841200 | loss 0.1078 | kl 0.0215 | val_kl 0.0310 | clus 0.4380 | sep 0.3703 | mse(diag) 0.1393 | eff_K 2000/2000 | dying 57
  step 841300 | loss 0.1122 | kl 0.0227 | val_kl 0.0315 | clus 0.4530 | sep 0.3699 | mse(diag) 0.1447 | eff_K 2000/2000 | dying 51
  step 841400 | loss 0.1085 | kl 0.0254 | val_kl 0.0337 | clus 0.4237 | sep 0.3735 | mse(diag) 0.1338 | eff_K 2000/2000 | dying 65
  step 841500 | loss 0.1083 | kl 0.0250 | val_kl 0.0323 | clus 0.4194 | sep 0.3695 | mse(diag) 0.1346 | eff_K 2000/2000 | dying 69
  step 841600 | loss 0.1141 | kl 0.0263 | val_kl 0.0331 | clus 0.4325 | sep 0.3707 | mse(diag) 0.1433 | eff_K 2000/2000 | dying 76
  step 841700 | loss 0.1100 | kl 0.0229 | val_kl 0.0327 | clus 0.4284 | sep 0.3712 | mse(diag) 0.1422 | eff_K 2000/2000 | dying 65
  step 841800 | loss 0.1076 | kl 0.0230 | val_kl 0.0319 | clus 0.4286 | sep 0.3736 | mse(diag) 0.1365 | eff_K 2000/2000 | dying 58
  step 841900 | loss 0.1099 | kl 0.0230 | val_kl 0.0311 | clus 0.4406 | sep 0.3722 | mse(diag) 0.1403 | eff_K 2000/2000 | dying 61
  step 842000 | loss 0.1084 | kl 0.0223 | val_kl 0.0325 | clus 0.4306 | sep 0.3731 | mse(diag) 0.1398 | eff_K 2000/2000 | dying 72
  [reinit] step 842000: 179 dead clusters
  step 842100 | loss 0.1128 | kl 0.0243 | val_kl 0.0323 | clus 0.4674 | sep 0.3738 | mse(diag) 0.1408 | eff_K 2000/2000 | dying 45
  step 842200 | loss 0.1071 | kl 0.0228 | val_kl 0.0316 | clus 0.4399 | sep 0.3724 | mse(diag) 0.1346 | eff_K 2000/2000 | dying 40
  step 842300 | loss 0.1076 | kl 0.0233 | val_kl 0.0332 | clus 0.4397 | sep 0.3736 | mse(diag) 0.1346 | eff_K 2000/2000 | dying 45
  step 842400 | loss 0.1085 | kl 0.0246 | val_kl 0.0338 | clus 0.4266 | sep 0.3712 | mse(diag) 0.1352 | eff_K 2000/2000 | dying 41
  step 842500 | loss 0.1102 | kl 0.0242 | val_kl 0.0312 | clus 0.4422 | sep 0.3741 | mse(diag) 0.1381 | eff_K 2000/2000 | dying 35
  step 842600 | loss 0.1099 | kl 0.0221 | val_kl 0.0333 | clus 0.4341 | sep 0.3719 | mse(diag) 0.1432 | eff_K 2000/2000 | dying 46
  step 842700 | loss 0.1166 | kl 0.0303 | val_kl 0.0323 | clus 0.4361 | sep 0.3693 | mse(diag) 0.1394 | eff_K 2000/2000 | dying 50
  step 842800 | loss 0.1057 | kl 0.0225 | val_kl 0.0305 | clus 0.4349 | sep 0.3723 | mse(diag) 0.1326 | eff_K 2000/2000 | dying 51
